dgp,window,model,predictor,M,replicate,pbsv
threshold,expanding,xgboost,x3,8,4,-0.06840597796089587
threshold,expanding,xgboost,x4,8,4,0.029795458534287805
threshold,expanding,xgboost,x5,8,4,-0.02240738970904857
threshold,expanding,xgboost,x6,8,4,0.007331842970245417
threshold,expanding,enet,x1,8,5,0.015035385235152993
threshold,expanding,enet,x2,8,5,-0.5744418977417287
threshold,expanding,enet,x3,8,5,0.0009939581975247913
threshold,expanding,enet,x4,8,5,0.02203268794579094
threshold,expanding,enet,x5,8,5,0.011755523689508274
threshold,expanding,enet,x6,8,5,0.0028548956701234807
threshold,expanding,rf,x1,8,5,-0.6740147934654643
threshold,expanding,rf,x2,8,5,-1.3598450570653957
threshold,expanding,rf,x3,8,5,-0.007514990932343757
threshold,expanding,rf,x4,8,5,0.0013390365866343401
threshold,expanding,rf,x5,8,5,-0.010420058018188072
threshold,expanding,rf,x6,8,5,-0.0013544773344581207
threshold,expanding,xgboost,x1,8,5,-0.704720233289821
threshold,expanding,xgboost,x2,8,5,-1.353351885812719
threshold,expanding,xgboost,x3,8,5,-0.07066084071427037
threshold,expanding,xgboost,x4,8,5,0.031442175929427385
threshold,expanding,xgboost,x5,8,5,-0.021618672710296022
threshold,expanding,xgboost,x6,8,5,0.0063751536605136105
threshold,expanding,enet,x1,8,6,0.015017649691941887
threshold,expanding,enet,x2,8,6,-0.5744297566825312
threshold,expanding,enet,x3,8,6,0.0010118513024806597
threshold,expanding,enet,x4,8,6,0.02204554254149374
threshold,expanding,enet,x5,8,6,0.011741174968263102
threshold,expanding,enet,x6,8,6,0.0028440911747235897
threshold,expanding,rf,x1,8,6,-0.675133834894811
threshold,expanding,rf,x2,8,6,-1.3596572650874323
threshold,expanding,rf,x3,8,6,-0.007487509128647596
threshold,expanding,rf,x4,8,6,0.002014530356217792
threshold,expanding,rf,x5,8,6,-0.010424416139804188
threshold,expanding,rf,x6,8,6,-0.0011218453347380808
threshold,expanding,xgboost,x1,8,6,-0.7079793260467062
threshold,expanding,xgboost,x2,8,6,-1.3493718398447756
